Adult Mortality,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Thinness age 10-19,Thinness age 5-9,Income composition of resources,Schooling,Life expectancy
397.0,4.1,71.0,73.0,21.3,337.2253,16.3,19.1,0.635,13.0,57.3
6.0,65.4,96.0,96.0,0.1,2921.9342,0.6,0.5,0.874,17.5,82.4
61.0,64.8,97.0,97.0,0.1,28562.29324,0.6,0.5,0.871,17.2,82.0
63.0,64.1,97.0,97.0,0.1,31834.21816,0.6,0.5,0.867,16.9,82.1
64.0,63.5,97.0,97.0,0.1,3736.228,0.6,0.5,0.86,16.4,81.9
66.0,62.9,96.0,96.0,0.1,32333.4661,0.6,0.5,0.858,16.3,81.6
7.0,62.3,97.0,97.0,0.1,35578.73619,0.6,0.5,0.854,16.1,81.3
72.0,61.7,96.0,96.0,0.1,3279.414,0.6,0.5,0.849,16.0,89.0
73.0,61.1,98.0,98.0,0.1,28482.6948,0.6,0.5,0.844,15.9,88.0
77.0,6.5,96.0,96.0,0.1,2651.71745,0.6,0.5,0.837,15.8,81.0
79.0,59.9,97.0,97.0,0.1,24918.64584,0.6,0.5,0.833,15.6,81.0
83.0,59.3,99.0,98.0,0.1,21495.7741,0.6,0.5,0.83,15.6,79.4
83.0,58.8,98.0,98.0,0.1,1719.53541,0.6,0.5,0.828,15.7,79.5
84.0,58.2,95.0,96.0,0.1,15323.6114,0.6,0.5,0.825,15.7,79.4
86.0,57.6,95.0,95.0,0.1,14676.769,0.6,0.5,0.82,15.7,79.1
57.0,58.5,98.0,98.0,0.1,6283.24522,1.4,1.3,0.904,15.8,81.9
57.0,58.1,98.0,98.0,0.1,57134.777,1.4,1.3,0.903,15.8,81.7
58.0,57.7,98.0,98.0,0.1,59593.28711,1.4,1.3,0.901,16.0,81.7
121.0,49.4,83.0,8.0,0.1,258.3529,6.4,6.2,0.644,11.5,73.8
123.0,48.5,83.0,8.0,0.1,1762.24617,6.4,6.3,0.636,11.4,73.7
127.0,47.6,83.0,8.0,0.1,1577.457182,6.5,6.3,0.624,11.0,73.5
131.0,46.8,84.0,81.0,0.1,148.852738,6.5,6.3,0.61,10.6,73.2
134.0,46.0,85.0,83.0,0.1,1253.39143,6.6,6.4,0.599,10.3,73.0
135.0,45.3,86.0,84.0,0.1,1263.13455,6.6,6.5,0.596,10.2,72.8
135.0,44.6,83.0,82.0,0.1,1258.421953,6.7,6.5,0.589,10.1,72.7
136.0,43.9,86.0,84.0,0.1,1177.629268,6.8,6.6,0.588,10.0,72.6
163.0,39.0,97.0,96.0,0.2,14.214412,3.6,3.7,0.617,11.2,69.3
164.0,38.2,96.0,94.0,0.2,954.725253,3.6,3.7,0.613,11.1,68.8
166.0,37.4,97.0,96.0,0.2,834.5412953,3.7,3.7,0.608,11.1,68.1
171.0,36.6,95.0,93.0,0.2,738.3475227,3.7,3.8,0.603,11.1,67.3
174.0,35.9,93.0,93.0,0.2,666.3458569,3.7,3.8,0.601,11.1,66.7
178.0,35.3,87.0,86.0,0.3,76.914128,3.8,3.8,0.592,10.8,66.4
181.0,34.7,85.0,86.0,0.3,52.35956,3.8,3.8,0.586,10.9,66.1
183.0,34.1,76.0,83.0,0.3,44.2872665,3.8,3.9,0.579,10.7,65.9
194.0,33.5,79.0,84.0,0.3,337.359236,3.8,3.9,0.572,10.6,65.5
177.0,33.0,82.0,86.0,0.3,39.281834,3.9,3.9,0.563,10.5,65.9
182.0,32.5,82.0,85.0,0.3,236.314438,4.0,4.0,0.553,10.1,65.2
193.0,32.1,84.0,85.0,0.3,189.3878519,4.0,4.0,0.543,9.8,64.3
153.0,31.3,99.0,99.0,0.1,6171.262444,7.9,7.9,0.733,13.6,74.5
154.0,3.1,99.0,99.0,0.1,5859.915622,8.0,8.1,0.729,13.7,74.3
155.0,29.0,99.0,99.0,0.2,5491.159981,8.1,8.2,0.72,13.3,74.1
158.0,27.9,99.0,99.0,0.2,575.32176,8.2,8.3,0.711,13.1,73.9
16.0,26.8,99.0,99.0,0.3,4212.5492,8.3,8.5,0.706,13.0,73.7
162.0,25.7,99.0,99.0,0.3,4378.68746,8.5,8.6,0.7,12.9,73.5
165.0,24.6,98.0,98.0,0.4,3972.26475,8.6,8.8,0.687,12.3,73.3
168.0,23.6,98.0,98.0,0.5,3368.952576,8.7,8.9,0.686,12.4,73.0
177.0,22.6,98.0,98.0,0.5,2893.651356,8.9,9.1,0.682,12.0,72.5
189.0,21.7,98.0,98.0,0.5,2659.83918,9.0,9.2,0.674,11.9,71.6
189.0,2.9,98.0,98.0,0.6,2358.93629,9.1,9.3,0.666,11.8,71.7
192.0,2.2,97.0,96.0,0.7,296.54617,9.2,9.5,0.657,11.5,71.4
194.0,19.4,97.0,96.0,0.8,1893.145377,9.3,9.6,0.649,11.2,71.2
194.0,18.7,97.0,97.0,0.8,27.564826,9.4,9.7,0.64,10.9,71.1
287.0,23.1,84.0,84.0,1.5,579.43485,6.8,6.6,0.47,12.0,59.4
294.0,22.6,84.0,84.0,1.7,563.6894247,7.0,6.8,0.464,12.0,58.9
34.0,22.0,85.0,85.0,2.6,562.3393592,7.1,7.0,0.457,11.5,58.3
323.0,21.4,83.0,83.0,3.8,487.9238913,7.3,7.2,0.449,11.0,57.4
336.0,2.9,78.0,78.0,4.3,499.6468713,7.5,7.4,0.442,10.6,56.7
344.0,2.4,8.0,81.0,4.8,513.391914,7.7,7.6,0.441,10.1,56.2
13.0,59.3,98.0,98.0,0.1,4199.47253,6.4,6.3,0.72,14.7,74.9
13.0,58.3,97.0,97.0,0.1,4137.55421,6.4,6.3,0.717,14.6,74.9
13.0,57.4,98.0,98.0,0.1,4256.91279,6.4,6.3,0.714,14.5,74.8
12.0,56.5,98.0,98.0,0.1,414.15177,6.3,6.3,0.71,14.4,74.8
12.0,55.6,99.0,99.0,0.1,4129.977335,6.3,6.3,0.706,14.4,74.7
12.0,54.7,99.0,99.0,0.1,431.9326,6.3,6.3,0.701,14.3,74.7
12.0,53.9,98.0,98.0,0.1,3778.184171,6.3,6.3,0.695,14.3,74.6
12.0,53.1,99.0,99.0,0.1,3371.71231,6.3,6.3,0.689,14.2,74.4
14.0,52.2,98.0,98.0,0.1,3194.562243,6.4,6.3,0.683,13.9,74.2
15.0,51.4,97.0,97.0,0.1,3112.83529,6.4,6.3,0.673,13.6,74.0
17.0,5.6,95.0,95.0,0.1,2761.969249,6.4,6.3,0.667,13.5,73.7
19.0,49.7,96.0,96.0,0.1,2346.5937,6.5,6.4,0.662,13.3,73.5
11.0,48.9,98.0,98.0,0.1,2254.933126,6.5,6.4,0.654,13.1,73.2
112.0,48.1,97.0,97.0,0.1,2213.91488,6.6,6.5,0.646,12.8,72.9
19.0,64.5,98.0,98.0,0.1,12542.93565,4.9,4.7,0.754,14.4,75.2
112.0,63.7,97.0,97.0,0.1,1172.3843,4.9,4.7,0.75,14.3,74.8
114.0,62.8,97.0,97.0,0.1,11341.13395,4.9,4.7,0.737,13.8,74.5
116.0,61.9,97.0,97.0,0.1,1672.5693,4.9,4.7,0.715,13.0,74.2
118.0,61.1,96.0,96.0,0.1,936.499911,4.9,4.8,0.709,12.5,73.9
121.0,6.2,96.0,96.0,0.1,185.68975,5.0,4.8,0.705,12.5,73.5
124.0,59.3,96.0,96.0,0.1,979.49246,5.0,4.8,0.697,12.3,73.2
126.0,58.5,9.0,9.0,0.1,834.869161,5.0,4.8,0.687,11.9,72.8
129.0,57.6,9.0,9.0,0.1,7384.354661,5.0,4.9,0.681,11.9,72.4
132.0,56.8,85.0,85.0,0.1,64.72953,5.1,4.9,0.675,12.0,72.0
135.0,55.9,69.0,68.0,0.1,4718.51291,5.1,5.0,0.668,11.9,71.6
138.0,55.1,78.0,78.0,0.1,366.57,5.2,5.0,0.658,11.5,71.2
14.0,54.3,88.0,88.0,0.1,3119.63716,5.2,5.1,0.653,11.1,78.0
143.0,53.5,85.0,85.0,0.1,4316.553895,5.3,5.2,0.641,10.7,74.0
228.0,46.7,98.0,98.0,0.1,734.42525,3.2,3.3,0.678,10.7,65.4
22.0,45.9,98.0,97.0,0.1,6675.262954,3.2,3.3,0.672,10.7,65.6
217.0,45.0,97.0,97.0,0.1,5649.978486,3.2,3.3,0.665,10.6,65.6
211.0,44.2,96.0,96.0,0.1,4439.23,3.2,3.3,0.0,10.6,65.8
215.0,43.4,97.0,96.0,0.1,436.459223,3.2,3.3,0.0,10.5,65.6
235.0,42.7,96.0,96.0,0.1,394.467675,3.2,3.3,0.0,10.5,64.5
241.0,42.0,98.0,98.0,0.1,26.371428,3.3,3.3,0.0,10.4,64.1
245.0,41.3,98.0,98.0,0.1,2136.66815,3.3,3.3,0.0,10.4,63.7
248.0,4.7,99.0,99.0,0.1,174.51475,3.4,3.4,0.0,10.3,63.3
238.0,4.0,98.0,97.0,0.1,1453.917166,3.4,3.4,0.0,10.3,63.5
231.0,39.4,66.0,83.0,0.1,1283.885977,3.5,3.4,0.0,10.3,63.4
229.0,38.7,99.0,98.0,0.1,967.917468,3.5,3.5,0.0,10.2,63.3
325.0,17.6,82.0,78.0,4.0,662.492293,5.7,5.7,0.478,10.0,67.0
339.0,17.2,82.0,78.0,4.6,647.74741,5.8,5.8,0.477,10.0,60.0
347.0,16.7,82.0,82.0,6.8,584.3962137,5.9,5.9,0.477,10.7,59.3
362.0,16.3,79.0,8.0,8.0,594.9972557,6.0,6.0,0.473,10.9,58.4
378.0,15.9,78.0,79.0,8.1,647.17732,6.1,6.1,0.464,10.8,57.5
41.0,15.6,69.0,71.0,8.2,449.6928183,6.2,6.2,0.453,10.6,56.3
41.0,15.2,7.0,73.0,8.4,41.858631,6.3,6.3,0.442,10.3,55.5
41.0,14.8,62.0,64.0,8.6,336.4593923,6.4,6.4,0.434,10.6,54.9
446.0,14.5,59.0,64.0,8.7,315.788227,6.5,6.5,0.429,10.9,53.2
485.0,14.2,58.0,62.0,8.9,288.236949,6.6,6.6,0.427,11.6,51.3
53.0,13.9,57.0,59.0,9.4,237.9995917,6.7,6.7,0.418,11.5,51.0
523.0,13.6,57.0,57.0,10.0,24.2423229,6.8,6.8,0.404,11.0,48.8
198.0,6.1,72.0,76.0,0.2,429.71554,2.3,2.4,0.744,15.2,71.0
25.0,59.6,72.0,76.0,0.2,3855.42128,2.4,2.4,0.739,15.1,77.0
24.0,59.0,54.0,5.0,0.2,3569.75727,2.4,2.5,0.734,14.9,75.0
212.0,58.5,57.0,52.0,0.2,2965.142365,2.4,2.5,0.728,14.9,69.8
231.0,58.0,74.0,71.0,0.3,2545.48341,2.5,2.6,0.734,14.9,69.2
273.0,57.6,91.0,9.0,0.4,3891.37823,2.5,2.6,0.73,14.9,67.7
277.0,57.2,98.0,98.0,0.7,368.68998,2.5,2.7,0.723,14.8,67.5
267.0,56.8,99.0,98.0,0.8,233.18831,2.6,2.7,0.716,14.7,67.7
278.0,56.4,95.0,96.0,0.9,1828.717626,2.7,2.8,0.707,14.5,67.0
267.0,56.1,99.0,99.0,1.0,1367.352433,2.7,2.8,0.7,14.6,67.4
256.0,55.7,99.0,97.0,0.9,148.522488,2.8,2.9,0.691,14.3,67.6
256.0,55.4,99.0,99.0,0.9,879.475486,2.9,3.0,0.683,13.9,67.6
253.0,55.1,99.0,99.0,0.8,78.738243,2.9,3.0,0.673,13.2,67.7
257.0,54.8,99.0,99.0,0.7,635.789635,3.0,3.1,0.669,13.3,67.5
117.0,62.9,94.0,94.0,0.1,16881.2568,1.5,1.4,0.788,15.5,76.8
118.0,62.3,95.0,95.0,0.1,1592.6819,1.5,1.5,0.784,15.5,76.5
111.0,61.8,95.0,95.0,0.1,14166.4998,1.5,1.5,0.78,15.5,77.0
118.0,61.2,95.0,95.0,0.1,11938.212,1.5,1.5,0.777,15.6,76.3
118.0,6.7,95.0,95.0,0.1,9415.17386,1.5,1.5,0.774,15.5,76.6
119.0,6.1,94.0,94.0,0.1,962.312164,1.6,1.5,0.77,15.7,76.4
124.0,59.5,94.0,94.0,0.1,79.69746,1.6,1.5,0.76,15.3,75.4
117.0,58.9,95.0,95.0,0.1,5877.87678,1.6,1.6,0.756,15.2,76.2
123.0,58.3,96.0,96.0,0.1,522.951116,1.6,1.6,0.753,15.5,75.7
122.0,57.7,95.0,94.0,0.1,4117.38853,1.7,1.6,0.75,15.5,75.4
121.0,57.0,91.0,91.0,0.1,3622.52284,1.7,1.6,0.747,15.0,75.4
124.0,56.3,93.0,95.0,0.1,488.768855,1.7,1.7,0.746,14.7,75.4
123.0,55.7,94.0,94.0,0.1,6281.37747,1.8,1.7,0.742,14.2,75.2
131.0,55.0,92.0,9.0,0.1,6871.897677,1.8,1.7,0.738,14.0,75.1
185.0,43.0,99.0,99.0,0.1,197.551233,3.0,3.1,0.681,12.0,69.1
184.0,42.2,99.0,99.0,0.1,174.468298,3.0,3.1,0.673,12.0,68.8
183.0,41.4,99.0,99.0,0.1,1564.966945,3.0,3.1,0.664,12.0,68.5
183.0,4.7,99.0,99.0,0.2,1377.8214,3.0,3.1,0.657,11.9,68.3
183.0,4.0,99.0,98.0,0.2,1213.265328,3.1,3.1,0.651,11.8,68.0
184.0,39.3,98.0,98.0,0.3,182.28625,3.1,3.1,0.644,11.9,67.9
184.0,38.7,98.0,96.0,0.3,83.476942,3.1,3.1,0.631,11.8,67.8
185.0,38.1,94.0,96.0,0.4,654.2838373,3.2,3.2,0.626,11.8,67.6
192.0,37.5,99.0,99.0,0.3,546.776852,3.2,3.2,0.62,11.7,67.3
183.0,37.0,99.0,99.0,0.3,465.1198869,3.2,3.2,0.613,11.6,67.8
183.0,36.4,99.0,98.0,0.3,396.129969,3.3,3.3,0.607,11.3,67.2
186.0,35.9,99.0,99.0,0.2,383.3494997,3.3,3.3,0.6,11.0,67.1
328.0,22.3,74.0,79.0,4.8,185.793359,6.4,6.2,0.565,12.5,63.0
349.0,21.7,7.0,78.0,5.6,1734.93612,6.5,6.3,0.554,12.3,59.2
366.0,21.2,83.0,81.0,6.3,1644.619672,6.6,6.4,0.543,12.0,58.2
363.0,2.7,8.0,83.0,6.8,1463.213573,6.7,6.5,0.533,11.8,58.0
368.0,2.2,93.0,94.0,9.1,1139.11233,6.7,6.6,0.518,11.6,57.4
45.0,19.7,9.0,87.0,11.9,1369.68249,6.8,6.7,0.504,11.4,55.7
487.0,19.2,77.0,8.0,13.6,114.587985,6.9,6.8,0.492,11.1,52.6
526.0,18.8,83.0,81.0,15.9,13.154199,7.0,6.9,0.479,10.9,58.0
554.0,18.4,84.0,82.0,17.0,691.3178164,7.1,7.0,0.467,10.7,49.3
399.0,3.8,95.0,95.0,6.8,111.227396,6.2,6.0,0.488,10.4,58.0
429.0,3.3,95.0,95.0,8.8,955.648466,6.5,6.4,0.464,9.8,56.6
464.0,29.9,93.0,93.0,13.3,839.927936,6.8,6.7,0.452,10.1,54.9
527.0,29.4,89.0,89.0,15.7,713.63562,7.1,7.0,0.436,10.0,52.4
587.0,29.0,69.0,73.0,18.1,65.824121,7.5,7.4,0.419,9.9,50.0
632.0,28.6,75.0,75.0,20.5,325.678573,7.8,7.8,0.421,9.7,48.2
67.0,28.2,73.0,73.0,23.7,396.9982166,8.2,8.2,0.414,9.6,46.6
7.0,27.9,71.0,7.0,26.8,414.796232,8.6,8.6,0.408,9.5,45.4
717.0,27.5,69.0,68.0,30.3,444.76575,9.0,9.0,0.406,9.3,44.6
723.0,27.1,67.0,65.0,33.6,454.366654,9.4,9.4,0.407,9.2,44.3
715.0,26.7,7.0,68.0,36.7,453.3511552,9.8,9.9,0.418,9.5,44.5
73.0,26.3,73.0,71.0,39.8,57.34834,1.2,1.3,0.427,10.0,44.8
686.0,25.9,76.0,75.0,42.1,548.587312,1.6,1.7,0.427,9.8,45.3
665.0,25.5,78.0,78.0,43.5,547.3588785,11.0,11.2,0.434,9.8,46.0
